order_no,booking_dt,rent_start_dt,rent_end_dt,acct_id,depart_parking_lot_id,return_parking_lot_id,mileage_diff,car_series_name
ORD0003860,2024-12-01 11:34:00,2024-12-01 12:04:00,2024-12-01 12:23:00,U04887,500101128,500101128,4.22,YouBike 1.0 一般版
ORD0003861,2024-11-17 14:59:00,2024-11-17 15:09:00,2024-11-17 15:36:00,U04349,500119070,500119070,8.61,YouBike 1.0 一般版
ORD0003862,2024-06-18 15:41:00,2024-06-18 16:02:00,2024-06-18 16:43:00,U07413,500112056,500112007,10.4,YouBike 1.0 一般版
ORD0003863,2024-12-07 16:34:00,2024-12-07 17:14:00,2024-12-07 17:35:00,U02553,500107133,500107133,4.74,YouBike 2.0 電輔版
ORD0003864,2025-03-30 16:35:00,2025-03-30 17:07:00,2025-03-30 17:44:00,U00069,500113037,500113037,7.49,YouBike 1.0 一般版
ORD0003865,2025-01-02 08:39:00,2025-01-02 09:02:00,2025-01-02 10:13:00,U04520,500108031,500107007,14.05,YouBike 2.0 電輔版
ORD0003866,2023-12-09 16:52:00,2023-12-09 17:10:00,2023-12-09 17:30:00,U03430,500101258,500101258,4.1,YouBike 1.0 一般版
ORD0003867,2024-12-08 01:00:00,2024-12-08 01:02:00,2024-12-08 01:30:00,U00147,500111039,500111039,7.32,YouBike 1.0 一般版
ORD0003868,2025-05-18 14:39:00,2025-05-18 15:12:00,2025-05-18 17:29:00,U03807,500110061,500110061,23.6,YouBike 1.0 一般版
ORD0003869,2023-10-31 05:49:00,2023-10-31 06:05:00,2023-10-31 06:14:00,U01047,500104078,500104078,1.72,YouBike 2.0 電輔版
ORD0003870,2024-02-19 11:47:00,2024-02-19 12:07:00,2024-02-19 13:06:00,U00243,500106138,500106138,14.45,YouBike 1.0 一般版
ORD0003871,2023-09-07 14:32:00,2023-09-07 15:05:00,2023-09-07 16:32:00,U05138,500110076,500112100,17.36,YouBike 2.0 電輔版
ORD0003872,2023-08-27 12:43:00,2023-08-27 13:02:00,2023-08-27 13:31:00,U05365,500103023,500103023,5.82,YouBike 1.0 一般版
ORD0003873,2024-03-02 07:58:00,2024-03-02 08:08:00,2024-03-02 08:32:00,U03566,500119093,500107164,7.01,YouBike 1.0 一般版
ORD0003874,2023-09-30 12:54:00,2023-09-30 13:10:00,2023-09-30 13:20:00,U07301,500103033,500104030,1.89,YouBike 2.0 電輔版
ORD0003875,2024-06-21 07:53:00,2024-06-21 08:08:00,2024-06-21 08:50:00,U01456,500106017,500106017,8.54,YouBike 1.0 一般版
ORD0003876,2025-01-02 07:58:00,2025-01-02 08:04:00,2025-01-02 08:28:00,U01793,500112003,500112003,5.82,YouBike 2.0 電輔版
ORD0003877,2025-03-16 11:57:00,2025-03-16 12:09:00,2025-03-16 12:57:00,U01939,500111070,500111070,10.68,折疊單車
ORD0003878,2024-04-20 20:30:00,2024-04-20 21:11:00,2024-04-20 22:02:00,U05128,500109088,500107017,11.84,YouBike 2.0 電輔版
ORD0003879,2024-12-13 07:36:00,2024-12-13 08:09:00,2024-12-13 09:16:00,U03456,500104008,500104008,15.78,輕型電動車
ORD0003880,2023-02-24 16:32:00,2023-02-24 17:15:00,2023-02-24 17:51:00,U01337,500107193,500107193,11.09,YouBike 1.0 一般版
ORD0003881,2023-12-21 06:00:00,2023-12-21 06:10:00,2023-12-21 06:27:00,U07805,500119094,500119094,4.55,YouBike 2.0 電輔版
ORD0003882,2024-08-27 20:35:00,2024-08-27 21:12:00,2024-08-27 21:28:00,U03212,500105103,500105103,3.37,YouBike 2.0 電輔版
ORD0003883,2025-03-11 07:57:00,2025-03-11 08:13:00,2025-03-11 09:14:00,U03279,500106080,500109094,15.54,YouBike 2.0 電輔版
ORD0003884,2025-05-03 18:00:00,2025-05-03 18:04:00,2025-05-03 18:13:00,U00628,500101217,500101217,2.83,YouBike 1.0 一般版
ORD0003885,2025-03-01 19:00:00,2025-03-01 19:14:00,2025-03-01 19:29:00,U06917,500119061,500119061,3.74,YouBike 1.0 一般版
ORD0003886,2025-01-30 17:38:00,2025-01-30 18:09:00,2025-01-30 19:00:00,U05427,500107087,500103047,12.06,YouBike 2.0 電輔版
ORD0003887,2024-02-27 07:35:00,2024-02-27 08:01:00,2024-02-27 08:21:00,U00892,500107067,500111022,4.95,YouBike 1.0 一般版
ORD0003888,2025-01-01 06:55:00,2025-01-01 07:09:00,2025-01-01 08:08:00,U02469,500107036,500107036,13.88,YouBike 1.0 一般版
ORD0003889,2024-02-05 15:34:00,2024-02-05 16:04:00,2024-02-05 16:26:00,U02517,500104076,500104076,4.96,YouBike 2.0 電輔版
ORD0003890,2025-01-10 10:53:00,2025-01-10 11:13:00,2025-01-10 11:29:00,U04487,500108171,500110068,3.85,YouBike 1.0 一般版
ORD0003891,2025-02-26 16:34:00,2025-02-26 17:03:00,2025-02-26 17:24:00,U04953,500110096,500112085,3.55,YouBike 1.0 一般版
ORD0003892,2025-01-27 13:53:00,2025-01-27 14:11:00,2025-01-27 15:20:00,U06437,500109009,500109009,13.62,YouBike 2.0 電輔版
ORD0003893,2025-02-12 12:35:00,2025-02-12 13:00:00,2025-02-12 13:28:00,U06705,500101125,500101125,8.07,YouBike 2.0 電輔版
ORD0003894,2023-12-29 08:32:00,2023-12-29 09:03:00,2023-12-29 09:20:00,U04040,500109125,500106055,2.72,YouBike 2.0 電輔版
ORD0003895,2024-02-24 18:54:00,2024-02-24 19:06:00,2024-02-24 19:26:00,U07022,500105083,500105083,5.04,YouBike 2.0 電輔版
ORD0003896,2024-01-06 15:51:00,2024-01-06 16:13:00,2024-01-06 17:11:00,U05548,500105071,500105071,11.61,YouBike 2.0 電輔版
ORD0003897,2024-10-31 22:48:00,2024-10-31 23:09:00,2024-10-31 23:29:00,U04328,500101032,500110051,5.26,YouBike 1.0 一般版
ORD0003898,2025-03-04 17:46:00,2025-03-04 18:08:00,2025-03-04 18:27:00,U00191,500101144,500101144,3.97,YouBike 1.0 一般版
ORD0003899,2024-06-30 08:42:00,2024-06-30 09:12:00,2024-06-30 10:12:00,U00826,500111060,500111060,12.15,YouBike 2.0 電輔版
ORD0003900,2024-05-18 07:31:00,2024-05-18 08:05:00,2024-05-18 08:28:00,U03040,500106143,500104031,3.66,YouBike 1.0 一般版
ORD0003901,2024-03-14 16:39:00,2024-03-14 17:06:00,2024-03-14 18:05:00,U07072,500103052,500103052,14.83,輕型電動車
ORD0003902,2025-01-22 11:30:00,2025-01-22 12:03:00,2025-01-22 12:27:00,U05008,500110053,500110053,7.15,YouBike 2.0 電輔版
ORD0003903,2023-10-20 16:53:00,2023-10-20 17:13:00,2023-10-20 17:27:00,U05981,500106126,500106126,2.89,YouBike 1.0 一般版
ORD0003904,2023-07-21 20:50:00,2023-07-21 21:12:00,2023-07-21 21:30:00,U01337,500110003,500110003,2.93,YouBike 1.0 一般版
ORD0003905,2023-09-04 05:31:00,2023-09-04 06:06:00,2023-09-04 06:23:00,U07475,500108027,500108027,2.19,YouBike 1.0 一般版
ORD0003906,2023-10-06 00:00:00,2023-10-06 00:01:00,2023-10-06 00:23:00,U00266,500107190,500103050,4.21,折疊單車
ORD0003907,2024-08-13 08:00:00,2024-08-13 08:00:00,2024-08-13 10:15:00,U00877,500104087,500104087,26.77,YouBike 1.0 一般版
ORD0003908,2025-03-01 08:54:00,2025-03-01 09:15:00,2025-03-01 11:01:00,U03823,500112015,500112015,27.96,YouBike 2.0 電輔版
ORD0003909,2024-10-24 08:54:00,2024-10-24 09:13:00,2024-10-24 09:36:00,U07243,500111128,500101187,3.97,YouBike 2.0 電輔版
ORD0003910,2024-05-06 06:59:00,2024-05-06 07:04:00,2024-05-06 07:29:00,U05602,500108132,500110017,5.66,YouBike 2.0 電輔版
ORD0003911,2023-11-07 08:52:00,2023-11-07 09:01:00,2023-11-07 09:24:00,U05212,500101109,500101109,6.01,YouBike 1.0 一般版
ORD0003912,2024-10-25 07:44:00,2024-10-25 08:10:00,2024-10-25 08:37:00,U05151,500101022,500106049,8.28,YouBike 1.0 一般版
ORD0003913,2024-12-22 09:33:00,2024-12-22 10:02:00,2024-12-22 11:09:00,U05785,500108218,500108218,12.68,YouBike 2.0 電輔版
ORD0003914,2024-09-13 16:33:00,2024-09-13 17:00:00,2024-09-14 00:53:00,U04330,500107058,500107058,108.77,折疊單車
ORD0003915,2023-06-03 18:51:00,2023-06-03 19:14:00,2023-06-03 19:24:00,U06230,500101115,500101115,2.64,YouBike 1.0 一般版
ORD0003916,2023-12-12 14:31:00,2023-12-12 15:07:00,2023-12-12 15:35:00,U00867,500108074,500112081,6.42,折疊單車
ORD0003917,2023-02-25 09:43:00,2023-02-25 10:00:00,2023-02-25 10:30:00,U06839,500112030,500112030,6.34,YouBike 2.0 電輔版
ORD0003918,2024-01-31 07:34:00,2024-01-31 08:04:00,2024-01-31 08:35:00,U07202,500101027,500107059,8.8,YouBike 2.0 電輔版
ORD0003919,2023-03-17 10:54:00,2023-03-17 11:12:00,2023-03-17 11:26:00,U02776,500107016,500107016,2.55,YouBike 2.0 電輔版
ORD0003920,2024-07-28 06:56:00,2024-07-28 07:07:00,2024-07-28 07:25:00,U04585,500111119,500110091,3.11,輕型電動車
ORD0003921,2023-01-09 16:57:00,2023-01-09 17:03:00,2023-01-09 17:57:00,U05520,500112049,500112049,16.37,YouBike 2.0 電輔版
ORD0003922,2023-11-24 06:53:00,2023-11-24 07:11:00,2023-11-24 07:44:00,U07949,500107097,500107097,8.99,輕型電動車
ORD0003923,2024-08-26 16:46:00,2024-08-26 17:01:00,2024-08-26 17:15:00,U06541,500111076,500111076,1.93,YouBike 2.0 電輔版
ORD0003924,2023-07-25 11:54:00,2023-07-25 12:04:00,2023-07-25 12:22:00,U01526,500106133,500106133,2.91,輕型電動車
ORD0003925,2023-06-16 10:35:00,2023-06-16 11:03:00,2023-06-16 11:14:00,U06254,500109088,500109088,3.94,YouBike 2.0 電輔版
ORD0003926,2023-12-18 07:42:00,2023-12-18 08:11:00,2023-12-18 08:35:00,U05459,500103025,500103025,7.08,YouBike 2.0 電輔版
ORD0003927,2023-01-16 07:45:00,2023-01-16 08:00:00,2023-01-16 08:18:00,U05077,500112048,500112048,3.22,YouBike 2.0 電輔版
ORD0003928,2025-03-02 11:52:00,2025-03-02 12:03:00,2025-03-02 12:22:00,U07491,500106121,500104028,4.06,YouBike 1.0 一般版
ORD0003929,2023-11-09 12:59:00,2023-11-09 13:11:00,2023-11-09 14:10:00,U00450,500108007,500108007,16.43,YouBike 2.0 電輔版
ORD0003930,2025-02-25 14:53:00,2025-02-25 15:03:00,2025-02-25 15:47:00,U06746,500101148,500110005,11.81,YouBike 2.0 電輔版
ORD0003931,2023-05-20 15:34:00,2023-05-20 16:12:00,2023-05-20 16:37:00,U00381,500105020,500105020,4.34,YouBike 2.0 電輔版
ORD0003932,2023-05-20 21:00:00,2023-05-20 21:08:00,2023-05-20 22:08:00,U06952,500107192,500107192,17.15,折疊單車
ORD0003933,2023-12-25 17:36:00,2023-12-25 18:03:00,2023-12-25 19:03:00,U07007,500112120,500112120,15.4,YouBike 2.0 電輔版
ORD0003934,2024-10-15 07:39:00,2024-10-15 08:02:00,2024-10-15 09:49:00,U07479,500112033,500112033,20.49,YouBike 2.0 電輔版
ORD0003935,2024-07-15 15:33:00,2024-07-15 16:13:00,2024-07-15 16:19:00,U01873,500106039,500106039,1.82,YouBike 2.0 電輔版
ORD0003936,2024-07-07 08:31:00,2024-07-07 09:04:00,2024-07-07 09:15:00,U03089,500107087,500111019,1.13,YouBike 1.0 一般版
ORD0003937,2025-03-07 15:45:00,2025-03-07 16:11:00,2025-03-07 16:43:00,U03312,500108188,500106052,8.26,YouBike 2.0 電輔版
ORD0003938,2024-03-30 17:52:00,2024-03-30 18:07:00,2024-03-30 19:01:00,U05034,500111095,500108073,9.2,YouBike 2.0 電輔版
ORD0003939,2024-11-22 19:57:00,2024-11-22 20:10:00,2024-11-22 21:02:00,U06719,500105012,500105012,10.07,YouBike 2.0 電輔版
ORD0003940,2025-04-02 15:33:00,2025-04-02 16:08:00,2025-04-02 16:17:00,U06298,500113081,500113081,2.53,YouBike 1.0 一般版
ORD0003941,2023-02-08 17:34:00,2023-02-08 18:15:00,2023-02-08 18:51:00,U01002,500105024,500101165,8.74,YouBike 2.0 電輔版
ORD0003942,2023-09-10 22:40:00,2023-09-10 23:15:00,2023-09-11 03:44:00,U06099,500106055,500106055,52.86,折疊單車
ORD0003943,2024-04-08 12:54:00,2024-04-08 13:03:00,2024-04-08 13:24:00,U02700,500113041,500107126,4.02,輕型電動車
ORD0003944,2023-03-13 11:55:00,2023-03-13 12:03:00,2023-03-13 12:38:00,U06268,500110033,500110033,5.38,YouBike 2.0 電輔版
ORD0003945,2025-04-28 14:48:00,2025-04-28 15:15:00,2025-04-28 15:52:00,U07692,500110053,500110053,8.46,YouBike 2.0 電輔版
ORD0003946,2024-11-19 15:50:00,2024-11-19 16:01:00,2024-11-19 17:03:00,U03784,500101208,500113045,16.96,YouBike 2.0 電輔版
ORD0003947,2023-09-10 08:35:00,2023-09-10 09:07:00,2023-09-10 09:39:00,U06213,500104019,500104019,8.88,YouBike 1.0 一般版
ORD0003948,2025-04-24 11:53:00,2025-04-24 12:11:00,2025-04-24 12:37:00,U03790,500107123,500107123,7.06,YouBike 1.0 一般版
ORD0003949,2024-10-27 03:44:00,2024-10-27 04:04:00,2024-10-27 04:18:00,U00501,500119046,500119046,2.61,輕型電動車
ORD0003950,2023-06-13 06:56:00,2023-06-13 07:14:00,2023-06-13 07:19:00,U02160,500106102,500106102,1.01,折疊單車
ORD0003951,2024-10-21 06:54:00,2024-10-21 07:15:00,2024-10-21 07:52:00,U00502,500101252,500105043,8.56,YouBike 1.0 一般版
ORD0003952,2024-04-27 12:36:00,2024-04-27 13:03:00,2024-04-27 13:39:00,U01870,500109076,500109076,8.06,YouBike 1.0 一般版
ORD0003953,2023-07-10 07:46:00,2023-07-10 08:00:00,2023-07-10 08:40:00,U02472,500112065,500112065,11.13,折疊單車
ORD0003954,2023-04-22 06:46:00,2023-04-22 07:10:00,2023-04-22 08:10:00,U03141,500108092,500101166,15.38,YouBike 1.0 一般版
ORD0003955,2025-04-25 00:31:00,2025-04-25 01:05:00,2025-04-25 01:22:00,U04327,500105087,500105087,3.68,YouBike 2.0 電輔版
ORD0003956,2024-12-08 18:42:00,2024-12-08 19:04:00,2024-12-08 19:28:00,U04229,500113042,500113042,7.6,YouBike 1.0 一般版
ORD0003957,2024-04-07 09:56:00,2024-04-07 10:09:00,2024-04-07 11:00:00,U03649,500108089,500108089,14.78,輕型電動車
ORD0003958,2024-04-18 02:50:00,2024-04-18 03:12:00,2024-04-18 03:34:00,U07747,500104035,500104035,5.84,YouBike 2.0 電輔版
ORD0003959,2024-04-16 18:32:00,2024-04-16 19:06:00,2024-04-16 19:23:00,U03899,500105031,500113065,5.13,YouBike 2.0 電輔版
ORD0003960,2023-02-17 12:43:00,2023-02-17 13:04:00,2023-02-17 13:50:00,U07317,500107018,500107018,10.47,YouBike 2.0 電輔版
ORD0003961,2024-01-24 09:46:00,2024-01-24 10:13:00,2024-01-24 10:25:00,U05504,500104033,500104033,3.51,折疊單車
ORD0003962,2024-04-16 11:52:00,2024-04-16 12:00:00,2024-04-16 12:11:00,U07669,500112120,500112120,2.42,輕型電動車
ORD0003963,2023-02-03 16:46:00,2023-02-03 17:12:00,2023-02-03 17:48:00,U03036,500107154,500107154,8.86,YouBike 2.0 電輔版
ORD0003964,2024-03-10 15:54:00,2024-03-10 16:07:00,2024-03-10 16:57:00,U00209,500113005,500113005,10.24,YouBike 2.0 電輔版
ORD0003965,2023-06-04 14:51:00,2023-06-04 15:04:00,2023-06-04 16:08:00,U02682,500104024,500107061,13.99,YouBike 2.0 電輔版
ORD0003966,2024-08-20 17:49:00,2024-08-20 18:14:00,2024-08-20 18:38:00,U00073,500107105,500107105,4.99,YouBike 2.0 電輔版
ORD0003967,2023-08-08 14:40:00,2023-08-08 15:06:00,2023-08-08 15:32:00,U03881,500107139,500107139,6.66,YouBike 2.0 電輔版
ORD0003968,2025-01-27 10:46:00,2025-01-27 11:14:00,2025-01-27 11:27:00,U02087,500107024,500107024,2.52,YouBike 1.0 一般版
ORD0003969,2025-03-18 17:35:00,2025-03-18 18:13:00,2025-03-18 18:24:00,U06401,500108153,500108153,2.23,YouBike 2.0 電輔版
ORD0003970,2023-07-26 16:46:00,2023-07-26 17:08:00,2023-07-26 18:10:00,U01721,500112072,500112072,11.03,YouBike 2.0 電輔版
ORD0003971,2024-09-27 09:57:00,2024-09-27 10:12:00,2024-09-27 10:21:00,U05785,500112060,500112060,2.95,YouBike 2.0 電輔版
ORD0003972,2024-09-25 12:35:00,2024-09-25 13:05:00,2024-09-25 13:50:00,U00847,500105061,500105061,13.75,YouBike 2.0 電輔版
ORD0003973,2025-02-26 16:33:00,2025-02-26 17:02:00,2025-02-26 18:36:00,U04971,500108117,500108117,26.49,YouBike 1.0 一般版
ORD0003974,2023-10-09 19:33:00,2023-10-09 20:15:00,2023-10-09 20:49:00,U06386,500110019,500110019,5.51,YouBike 2.0 電輔版
ORD0003975,2024-09-21 09:39:00,2024-09-21 10:05:00,2024-09-21 10:50:00,U04526,500110014,500110014,10.96,YouBike 2.0 電輔版
ORD0003976,2025-01-19 08:42:00,2025-01-19 09:07:00,2025-01-19 09:39:00,U00849,500107069,500107069,5.41,YouBike 1.0 一般版
ORD0003977,2023-09-22 20:56:00,2023-09-22 21:13:00,2023-09-22 22:00:00,U01534,500108191,500106102,14.48,輕型電動車
ORD0003978,2024-06-02 17:30:00,2024-06-02 18:05:00,2024-06-02 18:56:00,U04659,500103044,500104012,13.61,折疊單車
ORD0003979,2024-04-13 17:55:00,2024-04-13 18:00:00,2024-04-13 18:25:00,U02201,500106010,500111005,4.88,YouBike 1.0 一般版
ORD0003980,2024-01-27 04:45:00,2024-01-27 05:02:00,2024-01-27 06:22:00,U07114,500101156,500101156,13.93,YouBike 1.0 一般版
ORD0003981,2024-09-09 08:32:00,2024-09-09 09:14:00,2024-09-09 09:39:00,U00659,500108081,500108081,5.79,輕型電動車
ORD0003982,2023-03-09 15:42:00,2023-03-09 16:06:00,2023-03-09 16:49:00,U07276,500104091,500101030,9.66,YouBike 1.0 一般版
ORD0003983,2023-02-28 17:40:00,2023-02-28 18:00:00,2023-02-28 18:09:00,U06842,500101097,500101097,2.54,YouBike 2.0 電輔版
ORD0003984,2024-10-26 21:44:00,2024-10-26 22:05:00,2024-10-26 22:28:00,U04732,500113072,500113072,4.93,輕型電動車
ORD0003985,2024-02-17 15:37:00,2024-02-17 16:03:00,2024-02-17 18:07:00,U03550,500107179,500113020,34.34,折疊單車
ORD0003986,2023-11-20 08:37:00,2023-11-20 09:00:00,2023-11-20 09:11:00,U00267,500111132,500111081,2.86,折疊單車
ORD0003987,2023-11-26 17:53:00,2023-11-26 18:12:00,2023-11-26 18:47:00,U05045,500109049,500110039,9.28,YouBike 2.0 電輔版
ORD0003988,2024-07-13 08:53:00,2024-07-13 09:10:00,2024-07-13 09:41:00,U06048,500107202,500107202,5.77,YouBike 1.0 一般版
ORD0003989,2024-01-14 05:49:00,2024-01-14 06:07:00,2024-01-14 07:17:00,U04432,500103002,500103002,12.38,YouBike 2.0 電輔版
ORD0003990,2023-12-12 17:57:00,2023-12-12 18:02:00,2023-12-12 18:20:00,U06736,500104059,500104059,1.92,YouBike 1.0 一般版
ORD0003991,2023-02-16 12:42:00,2023-02-16 13:07:00,2023-02-16 13:54:00,U03517,500103008,500103008,11.31,輕型電動車
ORD0003992,2024-12-11 03:31:00,2024-12-11 04:04:00,2024-12-11 04:40:00,U03708,500101268,500103011,10.39,YouBike 2.0 電輔版
ORD0003993,2024-12-14 17:42:00,2024-12-14 18:10:00,2024-12-14 19:22:00,U02916,500110076,500110076,19.62,YouBike 2.0 電輔版
ORD0003994,2023-08-19 03:36:00,2023-08-19 04:15:00,2023-08-19 04:41:00,U04804,500109015,500106138,5.34,YouBike 2.0 電輔版
ORD0003995,2023-09-16 19:41:00,2023-09-16 20:00:00,2023-09-16 20:38:00,U06686,500104141,500104141,9.62,YouBike 1.0 一般版
ORD0003996,2023-10-07 06:30:00,2023-10-07 07:13:00,2023-10-07 07:46:00,U06173,500109035,500109124,8.8,YouBike 2.0 電輔版
ORD0003997,2025-03-09 11:43:00,2025-03-09 12:00:00,2025-03-09 12:25:00,U04629,500101114,500101032,4.02,YouBike 1.0 一般版
ORD0003998,2023-04-14 20:00:00,2023-04-14 20:05:00,2023-04-14 21:09:00,U06322,500104091,500104091,15.53,YouBike 2.0 電輔版
ORD0003999,2023-02-07 23:32:00,2023-02-08 00:11:00,2023-02-08 00:48:00,U00267,500107190,500107190,10.97,YouBike 1.0 一般版
ORD0004000,2024-08-24 23:38:00,2024-08-25 00:08:00,2024-08-25 00:56:00,U04791,500101105,500103028,11.12,YouBike 2.0 電輔版
ORD0004001,2023-12-09 17:37:00,2023-12-09 18:05:00,2023-12-09 18:24:00,U00054,500110004,500110004,5.25,YouBike 2.0 電輔版
ORD0004002,2024-01-16 19:00:00,2024-01-16 19:05:00,2024-01-16 19:31:00,U01262,500113099,500113099,5.45,YouBike 2.0 電輔版
ORD0004003,2023-09-04 07:55:00,2023-09-04 08:11:00,2023-09-04 08:50:00,U00930,500119048,500119068,11.37,YouBike 2.0 電輔版
ORD0004004,2024-06-16 07:49:00,2024-06-16 08:07:00,2024-06-16 09:17:00,U06523,500107154,500107154,20.47,折疊單車
ORD0004005,2024-08-04 16:52:00,2024-08-04 17:01:00,2024-08-04 17:32:00,U04590,500113088,500113088,5.61,YouBike 2.0 電輔版
ORD0004006,2024-09-14 07:39:00,2024-09-14 08:06:00,2024-09-14 08:31:00,U02012,500101114,500103028,6.58,折疊單車
ORD0004007,2023-06-08 11:36:00,2023-06-08 12:05:00,2023-06-08 13:05:00,U01084,500105003,500105003,12.38,輕型電動車
ORD0004008,2023-12-08 07:30:00,2023-12-08 08:00:00,2023-12-08 09:09:00,U04411,500111014,500106073,15.81,輕型電動車
ORD0004009,2023-06-12 17:50:00,2023-06-12 18:07:00,2023-06-12 19:04:00,U00742,500119081,500119051,10.86,YouBike 2.0 電輔版
ORD0004010,2023-09-02 17:35:00,2023-09-02 18:01:00,2023-09-02 18:06:00,U04903,500109041,500109041,0.5,YouBike 2.0 電輔版
ORD0004011,2023-12-21 17:42:00,2023-12-21 18:10:00,2023-12-21 18:30:00,U00966,500103020,500111060,5.23,折疊單車
ORD0004012,2025-01-19 07:34:00,2025-01-19 08:07:00,2025-01-19 10:58:00,U00617,500106062,500106062,50.1,折疊單車
ORD0004013,2024-06-23 06:45:00,2024-06-23 07:14:00,2024-06-23 07:27:00,U03146,500109070,500111059,2.5,YouBike 1.0 一般版
ORD0004014,2023-03-25 18:35:00,2023-03-25 19:08:00,2023-03-25 19:40:00,U07387,500101200,500101200,8.28,YouBike 2.0 電輔版
ORD0004015,2023-07-20 06:44:00,2023-07-20 07:10:00,2023-07-20 07:20:00,U03657,500107127,500107127,2.69,YouBike 1.0 一般版
ORD0004016,2024-03-10 15:32:00,2024-03-10 16:07:00,2024-03-10 16:18:00,U05920,500112018,500112018,1.34,YouBike 2.0 電輔版
ORD0004017,2024-05-17 11:42:00,2024-05-17 12:04:00,2024-05-17 12:59:00,U05471,500111032,500111032,16.34,YouBike 1.0 一般版
ORD0004018,2024-07-08 06:57:00,2024-07-08 07:12:00,2024-07-08 07:33:00,U07420,500108116,500108116,3.89,YouBike 2.0 電輔版
ORD0004019,2024-07-19 12:34:00,2024-07-19 13:00:00,2024-07-19 13:25:00,U00217,500103044,500101244,6.65,YouBike 2.0 電輔版
ORD0004020,2024-04-16 09:30:00,2024-04-16 10:05:00,2024-04-16 10:33:00,U07393,500108039,500109014,7.38,YouBike 1.0 一般版
ORD0004021,2024-10-18 18:38:00,2024-10-18 19:10:00,2024-10-18 20:06:00,U00515,500104152,500108234,15.82,YouBike 1.0 一般版
ORD0004022,2024-09-08 07:41:00,2024-09-08 08:07:00,2024-09-08 08:37:00,U02604,500101138,500101138,8.76,YouBike 2.0 電輔版
ORD0004023,2023-07-18 22:33:00,2023-07-18 23:08:00,2023-07-18 23:23:00,U02454,500105084,500105084,2.95,YouBike 2.0 電輔版
ORD0004024,2023-08-28 13:37:00,2023-08-28 14:01:00,2023-08-28 15:07:00,U07515,500104009,500104009,15.33,YouBike 2.0 電輔版
ORD0004025,2023-11-26 11:48:00,2023-11-26 12:14:00,2023-11-26 12:55:00,U05673,500106051,500106051,10.27,YouBike 1.0 一般版
ORD0004026,2024-06-02 16:53:00,2024-06-02 17:08:00,2024-06-02 17:39:00,U00766,500101239,500101239,9.4,YouBike 2.0 電輔版
ORD0004027,2024-02-27 16:46:00,2024-02-27 17:07:00,2024-02-27 17:33:00,U07634,500110064,500110064,6.76,YouBike 2.0 電輔版
ORD0004028,2023-07-29 06:47:00,2023-07-29 07:03:00,2023-07-29 07:37:00,U07940,500108156,500119068,9.24,YouBike 1.0 一般版
ORD0004029,2024-09-08 07:30:00,2024-09-08 08:09:00,2024-09-08 09:10:00,U03132,500107064,500107064,16.3,YouBike 1.0 一般版
ORD0004030,2024-08-23 12:56:00,2024-08-23 13:06:00,2024-08-23 13:59:00,U06206,500108003,500108211,15.64,YouBike 2.0 電輔版
ORD0004031,2025-03-27 21:35:00,2025-03-27 22:13:00,2025-03-27 22:24:00,U02788,500107068,500107068,1.92,折疊單車
ORD0004032,2025-01-01 09:44:00,2025-01-01 10:09:00,2025-01-01 10:42:00,U07237,500107089,500107089,10.26,輕型電動車
ORD0004033,2023-04-22 16:46:00,2023-04-22 17:10:00,2023-04-22 17:58:00,U01574,500109022,500109022,12.18,YouBike 2.0 電輔版
ORD0004034,2023-02-03 17:56:00,2023-02-03 18:05:00,2023-02-03 18:38:00,U03582,500103012,500103012,9.32,YouBike 1.0 一般版
ORD0004035,2025-02-16 19:52:00,2025-02-16 20:15:00,2025-02-16 20:41:00,U03260,500108162,500108162,4.82,輕型電動車
ORD0004036,2025-04-18 17:45:00,2025-04-18 18:04:00,2025-04-18 19:33:00,U02969,500107080,500101258,22.55,YouBike 1.0 一般版
ORD0004037,2023-04-25 19:39:00,2023-04-25 20:06:00,2023-04-25 20:23:00,U06437,500119052,500119052,4.5,折疊單車
ORD0004038,2023-04-14 05:48:00,2023-04-14 06:12:00,2023-04-14 06:40:00,U01504,500109118,500109118,4.96,輕型電動車
ORD0004039,2024-06-30 17:57:00,2024-06-30 18:11:00,2024-06-30 18:33:00,U05437,500107201,500110076,3.94,折疊單車
ORD0004040,2023-07-10 14:59:00,2023-07-10 15:12:00,2023-07-10 15:40:00,U02457,500119057,500109055,5.49,YouBike 2.0 電輔版
ORD0004041,2024-04-23 17:44:00,2024-04-23 18:05:00,2024-04-23 18:39:00,U05294,500106121,500107114,8.49,YouBike 2.0 電輔版
ORD0004042,2025-01-21 15:30:00,2025-01-21 16:02:00,2025-01-21 16:31:00,U01332,500105097,500105097,8.91,YouBike 2.0 電輔版
ORD0004043,2024-11-26 06:37:00,2024-11-26 07:08:00,2024-11-26 07:24:00,U00111,500112065,500112065,2.57,YouBike 2.0 電輔版
ORD0004044,2023-10-11 10:49:00,2023-10-11 11:13:00,2023-10-11 11:32:00,U03633,500105036,500107021,4.03,YouBike 1.0 一般版
ORD0004045,2024-03-17 09:31:00,2024-03-17 10:04:00,2024-03-17 10:57:00,U06784,500111021,500107023,12.85,YouBike 2.0 電輔版
ORD0004046,2024-02-17 05:56:00,2024-02-17 06:01:00,2024-02-17 06:15:00,U01591,500110013,500110013,4.13,YouBike 1.0 一般版
